FileName,Angle
R_32LU6pKyipqNvLD_IMG_4772.jpg,78.82654717547534
R_32LU6pKyipqNvLD_IMG_4773.jpg,78.8201248208121
R_32LU6pKyipqNvLD_IMG_4774.jpg,78.8137011645297
R_32LU6pKyipqNvLD_IMG_4775.jpg,78.80727612763768
R_32LU6pKyipqNvLD_IMG_4779.jpg,78.6720435216242
R_32LU6pKyipqNvLD_IMG_4780.jpg,78.66558918129878
R_32LU6pKyipqNvLD_IMG_4781.jpg,78.65913353004123
R_32LU6pKyipqNvLD_IMG_4782.jpg,78.65267654352904
R_32LU6pKyipqNvLD_IMG_4783.jpg,78.64621821789726
R_32LU6pKyipqNvLD_IMG_4784.jpg,78.63975850539549
R_32LU6pKyipqNvLD_IMG_4785.jpg,78.63329748048616
R_32LU6pKyipqNvLD_IMG_4786.jpg,78.62683514577212
R_32LU6pKyipqNvLD_IMG_4787.jpg,78.62037144209191
R_32LU6pKyipqNvLD_IMG_4788.jpg,78.61390643047751
R_32LU6pKyipqNvLD_IMG_4789.jpg,78.6074400522148
R_32LU6pKyipqNvLD_IMG_4790.jpg,78.60097236151088
R_32LU6pKyipqNvLD_IMG_4791.jpg,78.5945033052738
R_32LU6pKyipqNvLD_IMG_4792.jpg,78.58803293459707
R_32LU6pKyipqNvLD_IMG_4793.jpg,78.58156122580597
R_32LU6pKyipqNvLD_IMG_4794.jpg,78.57508817648097
R_32LU6pKyipqNvLD_IMG_4795.jpg,78.56861373534723
R_32LU6pKyipqNvLD_IMG_4796.jpg,78.56213800368496
R_32LU6pKyipqNvLD_IMG_4797.jpg,78.55566093165945
R_32LU6pKyipqNvLD_IMG_4798.jpg,78.54918249220765
R_32LU6pKyipqNvLD_IMG_4799.jpg,78.54270273760103
R_32LU6pKyipqNvLD_IMG_4800.jpg,78.53622164194753
R_32LU6pKyipqNvLD_IMG_4801.jpg,78.52973915171845
R_32LU6pKyipqNvLD_IMG_4802.jpg,78.52325539492983
R_32LU6pKyipqNvLD_IMG_4803.jpg,78.51677019439661
R_32LU6pKyipqNvLD_IMG_4804.jpg,78.5102837526733
R_32LU6pKyipqNvLD_IMG_4805.jpg,78.50379594155213
R_32LU6pKyipqNvLD_IMG_4806.jpg,78.49730678860955
R_32LU6pKyipqNvLD_IMG_4807.jpg,78.49081623798625
R_32LU6pKyipqNvLD_IMG_4808.jpg,78.48432442295103
R_32LU6pKyipqNvLD_IMG_4809.jpg,78.47783115876327
R_32LU6pKyipqNvLD_IMG_4810.jpg,78.47133667868779
R_32LU6pKyipqNvLD_IMG_4811.jpg,78.46484077605308
R_32LU6pKyipqNvLD_IMG_4812.jpg,78.45834353137666
R_32LU6pKyipqNvLD_IMG_4813.jpg,78.45184493561705
R_32LU6pKyipqNvLD_IMG_4814.jpg,78.44534504905829
R_32LU6pKyipqNvLD_IMG_4815.jpg,78.43884376410108
R_32LU6pKyipqNvLD_IMG_4816.jpg,78.43234115691816
R_32LU6pKyipqNvLD_IMG_4817.jpg,78.4258371542719
R_32LU6pKyipqNvLD_IMG_4818.jpg,78.4193318535688
R_32LU6pKyipqNvLD_IMG_4819.jpg,78.41282520680602
R_32LU6pKyipqNvLD_IMG_4820.jpg,78.40631721261272
R_32LU6pKyipqNvLD_IMG_4821.jpg,78.3998078424938
R_32LU6pKyipqNvLD_IMG_4822.jpg,78.3932971267508
R_32LU6pKyipqNvLD_IMG_4823.jpg,78.38678508700045
R_32LU6pKyipqNvLD_IMG_4824.jpg,78.38027169983044
R_32LU6pKyipqNvLD_IMG_4825.jpg,78.37375693478955
R_32LU6pKyipqNvLD_IMG_4826.jpg,78.36724079645893
R_32LU6pKyipqNvLD_IMG_4827.jpg,78.36072338646622
R_32LU6pKyipqNvLD_IMG_4828.jpg,78.35420454711343
R_32LU6pKyipqNvLD_IMG_4829.jpg,78.34768443741235
R_32LU6pKyipqNvLD_IMG_4830.jpg,78.34116289852948
